Anmerkungen,Ort Motiv,Koordinaten Motiv,Jahr Motiv,Titel,Untertitel,Ort Verlag,Verlag,Nummer,Schlagwörter,Mitarbeiter/Fotograf,Absendeort,Absendeort Koordinaten,Empfangsort,Empfangsort Koordinaten,Anzahl Menschen,Jahr Motiv bereinigt,Land
,Bezirk Mitte,"52.516666666667,13.366666666667",1980,Berlin - Hauptstadt der DDR. Internationales Handelszentrum,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 48/80 01 15 01 639,1980; 1980er; Architektur; Autos; Briefmarke - 1981 - Persönlichkeiten der deutschen Arbeiterbewegung (IX) Walter Stoecker (Ersttag 24.02.1981); gelaufen - 1981 - 08 - 19; gelaufen 1980er; gelaufen 1981; Himmel - wolkig; Menschen - Passanten; nach: Dresden; Nachricht - An den Betrieb; Nachricht - Einkauf; Nachricht - Unterkunft; Nachricht - Urlaub; Nachricht - Urlaubsgrüße - aus Berlin; Nachricht - Wetter - gut; Name - Karl; Natur - Stadtnatur; Natur - Stadtnatur - Grünanlage; Ort - Berlin; Ort - Berlin - Fernsehturm; Ort - Berlin - IHZ Berlin; Ort - Berlin - Staatsbibliothek zu Berlin; Ort - Berlin-Mitte; Stadtdetail - Laterne - RSL1; Stadtdetail - Laternen; Stempel - Tagesstempel; Straße - Dorotheenstraße - Berlin; Verkehr - Moped; von: Wandlitz,Mohr (Berlin),Wandlitz,"52.7536,13.4517",Dresden,"51.0493286,13.7381437",1,1980,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1980,PALASTHOTEL /// PALASTHOTEL // DDR - 1020 Berlin // Karl-Liebknecht-Straße // Tel. 2410 TX 11-5050,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 A1/768/80 280768 Z 01 15 0380 K,1980; 1980er; Archigrafie; Archigrafie - Palasthotel; Architekt - Erhardt Gißke; Architekt - Ferenc Kiss; Briefmarke - 1982 - Geschützte Vögel - Steinkauz (Athene noctua); DDR - Frankreich; Fotografie - Innenansichten; Gastronomie - Art - Bar; gelaufen 1982; Hotel - Ort - Berlin - Palasthotel; Innenarchitektur; Möbel - Bett; Möbel - Gedeck; Möbel - gedeckter Tisch; Möbel - Kerzen; Möbel - Kerzen - brennend; Möbel - Kerzenständer; Möbel - Schreibtisch; Möbel - Sessel; Möbel - Stehlampe; nach: Lyon; Nachricht - Grüße - aus Berlin; Nachricht - Pastis; Nachricht - Wetter - schön; Ort - Berlin; Ort - Berlin - Palasthotel; Ort - Berlin-Mitte; Per - Md Mer R Blanc; Raumtyp - Hotelzimmer; Raumtyp - Speisesaal; Restaurant; Sprache - Französisch; Stempel - Werbestempel - Schloß Friedrichsfelde Im Tierpark Berlin; von: Berlin,"Ripke, Ilona (Berlin)",Berlin,"52.516666666667,13.383333333333",Lyon,"45.7675,4.835",1,1980,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1981,Berlin - Hauptstadt der DDR // Internationales Handelszentrum // Берлин - столица ГДР // Международный торговый центр // International Trade Centre // Centre international du commerce,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/26/13 A1/353/81 370353 01 15 0393,1980er; 1981; Architekt - Erhardt Gißke; Architektur - Stil - Ostmoderne; Autos; Fotografie - Nachtaufnahme; Ort - Berlin; Ort - Berlin - Dorotheenstraße; Ort - Berlin - Friedrichstraße; Ort - Berlin - Internationales Handelszentrum (IHZ); Ort - Berlin-Mitte; Stadtdetail - Fahnenmasten; Verkehr - Parkplatz,Boldt (Berlin),o.A.,,o.A.,,1,1981,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1981,Berlin - Hauptstadt der DDR Blick auf die Mühlendammschleuse,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 A1/369/81 300369 01 15 0372,1980er; 1981; Fluss; Fotografie - Panorama; Ort - Berlin; Ort - Berlin - Mühlendammschleuse; Ort - Berlin-Mitte; Ortsansichten; Verkehr - Schleuse,Andree (Berlin),o.A.,,o.A.,,1,1981,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1982,Berlin - Hauptstadt der DDR. Alexanderplatz,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/26/13 A1/2908/82 302908 01 15 0365,1980er; 1982; Architektur; Architektur - Stil - Ostmoderne; Brunnen - Springbrunnen; Brunnen der Völkerfreundschaft - Berlin; Fotografie - Panorama; Kunst am Bau; Künstler - Walter Womacka; Ort - Berlin; Ort - Berlin - Alexanderplatz; Ort - Berlin-Mitte; Straße - Alexanderplatz - Berlin,Boldt (Berlin),o.A.,,o.A.,,1,1982,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1984,Berlin - Hauptstadt der DDR,Am Bahnhof Alexanderplatz // Берлин - столица ГДР // У вокзала Александерплац // Alexanderplatz station // Gare Alexanderplatz,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 A1/624/84 300624 01 15 0476,1980er; 1984; Archigrafie - C [CENTRUM]; Himmel - blau; Kleidung - Hose - braun; Legende - Englisch; Legende - Französisch; Legende - Russisch; Menschen - Passanten; Natur - Stadtnatur - Grünanlage; Ort - Berlin; Ort - Berlin - Alexanderhaus; Ort - Berlin - Alexanderplatz; Ort - Berlin - CENTRUM-Warenhaus; Ort - Berlin - Haus Berlin; Ort - Berlin-Mitte; Stadtdetail - Laternen - Kugellampen; Stadtdetail - Litfaßsäule; Stadtgestaltung - Fußgängerzone; Tätigkeit - Flanieren; Tätigkeit - Rauchen; Tätigkeit - Sitzen; ungelaufen; Verkehr - Bahnhof; Verkehr - Bahnhof - Ort - Berlin - Bahnhof Berlin-Alexanderplatz; Verkehr - U-Bahnhof - Zugang,"Mohr, [Berlin]",o.A.,,o.A.,,1,1984,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1984,Berlin - Hauptstadt der DDR Am Leninplatz,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/26/13 A1/624/84 300624 01 15 0471,1980er; 1984; Architekt - Erhard Stefke; Architekt - Gerd Wessel; Architekt - Hanspeter Kirsch; Architekt - Heinz Mehlan; Architekt - Hermann Henselmann; Architekt - Jörg Piesel; Architekt - Karin Kirsch; Architekt - Siegfried Klügel; Architekt - Werner Rösler; Architekt - Wilfried Stallknecht; Architektur; Architektur - Stil - Bildzeichenarchitektur; Denkmal; Denkmal - Lenin - Leninplatz Berlin; Himmel - Wölkchen; Ort - Berlin; Ort - Berlin - Leninplatz; Ort - Berlin-Mitte; Skulptur - Lenin - Nikolai Tomski; Stadtdetail - Laternen; Straße - Leninplatz - Berlin; Verkehr - Auto - Trabant; Verkehr - Straßenbahn,"Corazza, Berlin",o.A.,,o.A.,,1,1984,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1985,Berlin - Hauptstadt der DDR // Friedrichstadtpalast,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 A1/1095/85 301095 01 15 0563,Architekt - Dieter Bankert; Architekt - Manfred Prasser; Architekt - Walter Schwarz; Architektur; Baudetail - Schaufenster; Detail - Zimmerpflanzen; Menschen - Passanten; Ort - Berlin; Ort - Berlin - Friedrichstadtpalast; Ort - Berlin-Mitte; Stadtdetail - Laternen - Kugellampen; Theater,Andree (Berlin),o.A.,,o.A.,,1,1985,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1986,Berlin - Hauptstadt der DDR. Palasthotel,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/26/13 A1/1213/86 301213 01 15 0370,1980er; 1986; Architekt - Erhardt Gißke; Architekt - Ferenc Kiss; Architektur - Stil - Ostmoderne; Autos; Fotografie - Panorama; Hotel; Hotel - Art - Interhotel; Hotel - Ort - Berlin - Palasthotel; Menschen - Passanten; Natur - Stadtnatur - Grünanlage; Ort - Berlin; Ort - Berlin - Karl-Liebknecht-Straße; Ort - Berlin - Spandauer Straße; Ort - Berlin-Mitte; Stadtdetail - Laternen; Straße - Karl-Liebknecht-Straße - Berlin; Straße - Spandauer Straße - Berlin; Verkehr - Auto - Barkas; Verkehr - Auto - Trabant; Verkehr - Bus; Verkehr - LKW,Andree (Berlin),o.A.,,o.A.,,1,1986,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1987,"Berlin - Hauptstadt der DDR // Gaststätte ""Alextreff"" // Берлин - Столица ГДР // Ресторан ""Алекстрефф"" // ""Alextreff"" restaurant // Restaurant ""Alextreff""",,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A1/III/26/13 01 15 0799/01 371022/87,1980er; 1987; Archigrafie - ALEXTREFF; Archigrafie - cafe; Architektur - Stil - Moderne; Architektur - Stil - Ostmoderne; Gastronomie - Ort - Berlin -  Alextreff Berlin; Natur - Bäume; Ort - Berlin; Ort - Berlin - Alexanderplatz; Ort - Berlin - Alextreff; Ort - Berlin-Mitte; Restaurant - Alextreff - Berlin; Spiegelung; Stadtdetail - Grünanlagen; Stadtdetail - Laternen; Stadtdetail - Laternen - Kugellampen; Stadtmöbel - Sitzbank; Tätigkeit - Sitzen; ungelaufen; Verkehr - S-Bahn,Drescher (Berlin),o.A.,,o.A.,,1,1987,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1987,Berliner Omnibusse (1846-1987) // Ikarus 250 des VE Kombinates Berliner // Verkehrsbetriebe (BVB) // Baujahr: ab 1973,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A 1/B 37/87 IV-14-483 Z So 1391/15/5 K,1980er; 1987; Archigrafie - KLEIMARKT; Bautyp - Neubaublöcke; Bautyp - Plattenbauten; Bautyp - Sonderbauten; Detail - Absperrung; Detail - Laterne - Pilz; Kirche; Kirche - Ort - Berlin - Nikolaikirche; Kirche - Patrozinium - Nikolai; Menschen - Passanten; Ort - Berlin; Ort - Berlin - Nikolaikirche; Ort - Berlin - Nikolaiviertel; Ort - Berlin - Spandauer Straße; Ort - Berlin-Mitte; Straße - Spandauer Straße - Berlin; Tätigkeit - Busfahren; ungelaufen; Verkehr - Ampeln; Verkehr - Auto - Trabant; Verkehr - Bus; Verkehr - Bus - Ikarus; Verkehr - Bus - Ikarus - Ikarus 250; Verkehr - Stadtverkehr,"Hentschel, Berlin",o.A.,,o.A.,,1,1987,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1987,Sammlung historischer Fahrzeuge des // VE Kombinat Berliner Verkehrsbetriebe // Doppeldeck-Omnibus DO 56 der // Berliner Verkehrsbetriebe (BVG) // Baujahr 1956 - Umbau 1963,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A1/III/26/13 So 1389/12K 320929/87,"1980er; 1987; Bautyp - Plattenbauten; Bautyp - QP; Detail - Laterne; Himmel - blau; Kennzeichen - HAK 0 - 00; Künstler - Walter Womacka; Künstler - Walter Womacka - Unser Leben, Haus des Lehrers, Berlin; Menschen - Kinder; Ort - Berlin; Ort - Berlin - Haus der Statistik; Ort - Berlin - Haus des Lehrers; Ort - Berlin - Kongresshalle; Ort - Berlin-Mitte; Schild - Sonderfahrt; Stadtdetail - Pflanztöpfe; Strauch; Tätigkeit - Blick zur Kamera; ungelaufen; Verkehr - Bus; Verkehr - Bus - Doppelstock; Verkehr - Bus - Ikarus; Verkehr - Bus - Omnibus; Verkehr - Verkehrspfosten; Wegweiser","Hütter, Berlin",o.A.,,o.A.,,1,1987,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1988,Berlin - Hauptstadt der DDR // CENTRUM-Freiluftgarten am Alexanderplatz,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A1/III/26/13 01 15 0802/01,"1980er; 1988; Archigrafie - Berliner Verlag; Archigrafie - PdR; Architekt - Günter Derdau; Architekt - Karl-Ernst Swora; Architekt - Rainer Hanslik; Bautyp - Plattenbau; Briefmarke - Aufbau in der DDR - Kleinformat (XIII) Altes Rathaus und Wohnhochhaus, Wintergartenstraße, Leipzig; DDR - UdSSR ESSR; Jahreszeit - Sommer; Künstler - Willi Neubert; Künstler - Willi Neubert - Fries ""Die Presse als Organisator des Malers""; Menschen - Passanten; nach: Kahtla (Estland); Nachricht - Ort - Berlin; Name - Ariane; Name - Kaido; Ort - Berlin; Ort - Berlin - Alexanderplatz; Ort - Berlin - Haus des Berliner Verlages; Ort - Berlin - Karl-Liebknecht-Straße; Ort - Berlin - Memhardstraße; Ort - Berlin-Mitte; Per - Kaido Laurits; Sonnenschirme; Straße - Alexanderplatz - Berlin; Tätigkeit - Essen; Tätigkeit - Sitzen; Verkehr - Parkplatz",Kampmann (Berlin),o.A.,,Kahtla (Estland),"58.414166666667,22.990555555556",1,1988,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1988,"Berlin-Hauptstadt der DDR // Blick zum Alexanderplatz // mit Hotel ""Stadt Berlin""",Luftbildserie der Interflug,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A1/III/26/13 ß1 18 0035 301420/88,"1980er; 1988; Archigrafie; Archigrafie - INTERFLUG; Architektur - Stil - Ostmoderne; Bautyp - Plattenbauten; Bautyp - Wohnhochhaus; Einzelhandel - Art - CENTRUM Warenhaus; Einzelhandel - Ort - Berlin - CENTRUM Warenhaus am Alexanderplatz; Fotografie - Luftbild; Hotel - Ort - Berlin - Hotel ""Stadt Berlin""; Ort - Berlin; Ort - Berlin - Alexanderplatz; Ort - Berlin - CENTRUM-Warenhaus; Ort - Berlin - Charité; Ort - Berlin - Haus der Gesundheit; Ort - Berlin - Haus der Statistik; Ort - Berlin - Haus des Berliner Verlages; Ort - Berlin - Haus des Lehrers; Ort - Berlin - Haus des Reises; Ort - Berlin - Karl-Liebknecht-Straße; Ort - Berlin - Karl-Marx-Allee - Bauabschnitt II; Ort - Berlin - Windmühlenhochhaus; Ort - Berlin-Mitte; ungelaufen; Verkehr - Parkplatz; Verkehr - Stadtverkehr",Aero-Foto DDR - Interflug,o.A.,,o.A.,,1,1988,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1989,Berlin - Hauptstadt der DDR. Haus des Bundesvorstands des FDGB; Märkisches Ufer,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A1/III/26/13 Z 01 15 1022/01 K 300977/89,1980er; 1989; Architektur; Architektur - Stil - Ostmoderne; FDGB; Fluss; Fluss - Spree; Fotografie - Panorama; Ort - Berlin; Ort - Berlin-Mitte; Verkehr - S-Bahn,Himsel (Berlin),o.A.,,o.A.,,1,1989,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1990(?),Berlin - Hauptstadt der DDR. Blick vom Fernsehturm,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A1/III/26/13 01 15 0475/01,"1990; 1990er; Briefmarke - 1990 - Dauermarkenserie: Bauwerke und Denkmäler - Goethe-Schiller-Denkmal, Weimar; Fotografie - Nachtaufnahme; Fotografie - Panorama; gelaufen - 1990 - 08 - 21; gelaufen 1990; Handschrift - Seniorenschrift; Haus des Lehrers - Berlin; nach: Berlin; Nachricht - Dank für Brief; Nachricht - Dank für Buch; Nachricht - Dank für Geschenk; Nachricht - Dank für Lebensmittel; Nachricht - Familiäres; Nachricht - Gesundheit; Nachricht - Gesundheit - Krankenhaus; Name - Gisela; Ort - Berlin; Ort - Berlin - Alexanderplatz; Ort - Berlin - Fernsehturm - Blick vom Fernsehturm; Ort - Berlin - Haus Berlin; Ort - Berlin - Haus der Statistik; Ort - Berlin - Haus des Reisens; Ort - Berlin - Karl-Marx-Allee; Ort - Berlin - Weltzeituhr; Ort - Berlin-Mitte; Per - Gisela von Trepka; Stempel - Tagesstempel; Stempel - Werbestempel; Uhr - Art - Weltzeituhr; Verkehr; Verkehr - Bus; Verkehr - Parkplatz; von: Berlin",Willmann (Berlin),Berlin,"52.516666666667,13.383333333333",Berlin,"52.516666666667,13.383333333333",1,1990,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1990,Berlin // Am Palasthotel,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/26/13 Z 91 15 11 82/01 K,"1990; 1990er; Archigrafie - Café; Architekt - Erhardt Gißke; Architekt - Ferenc Kiss; Brunnen - Springbrunnen; Fernsehturm - Berlin; Gastronomie; Hotel - Ort - Berlin - Palasthotel; Kunst am Bau - Personen; Künstler - Wilfried Fitzenreiter; Künstler - Wilfried Fitzenreiter - Brunnenfiguren, Berlin, 1988; Menschen - Passanten; Ort - Berlin; Ort - Berlin - Fernsehturm; Ort - Berlin - Palasthotel; Ortsansicht; Skulptur -  Wilfried Fitzenreiter - Brunnenfiguren, 1988; Stadtdetail - Grünanlagen; Stadtdetail - Laternen; Tätigkeit - Blick von der Kamera abgewandt; Uhrzeit - 14:29; Wasser","Kraemer, Karl-Heinz; Berlin-Information",o.A.,,o.A.,,1,1990,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1990,Berlin // Blick auf die Leipziger Straße // Берлин // Вид на ул. Лейпцигер штрассе // View of Leipziger Strasse // Vue du l'avenue Leipziger Strasse,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A1/III/26/13 01 15 0910/01 321289/90,1990; 1990er; Autos; Bautyp - Plattenbauten; Bautyp - Wohnhochhaus; Detail - Schatten; Fernsehturm - Berlin; Fotografie - Panorama; Himmel - Wolken; Natur - Bäume; Ort - Berlin; Ort - Berlin - Ahornblatt; Ort - Berlin - Dom; Ort - Berlin - Fernsehturm; Ort - Berlin - Fischerinsel; Ort - Berlin - Leipziger Straße; Ort - Berlin-Mitte; Straße - Leipziger Straße; ungelaufen; Verkehr - Stadtverkehr,"Kiessling, [Berlin]",o.A.,,o.A.,,1,1990,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1990,Berlin // Grandhotel,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/26/13 01 15 1080/01 32189/90,1990; 1990er; Architekt - Erhardt Gißke; Architekt - Kajima Corporation; Architektur; Bautyp - Altbau; Detail - Antennen; Detail - Laterne; Detail - Laterne - historisierend; Fernsehturm - Berlin - Spitze; Hotel; Hotel - Ort - Berlin - Grandhotel; Menschen - Passanten; Natur - Bäume; Ort - Berlin; Ort - Berlin - Grandhotel; Ort - Berlin-Mitte; Verkehr - Auto - Lada; Verkehr - Auto - Trabant; Verkehr - Auto - Wartburg; Verkehr - Auto - Wartburg - rot; Verkehr - Bus,"Ihlow, Potsdam",o.A.,,o.A.,,1,1990,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1990,Berlin Spittelmarkt,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 01 15 1050/01 901259/90,1990; 1990er; Archigrafie; Architekt - Arno Weber; Architekt - Eckart Schmidt; Architekt - Günther Wernitz; Architekt - Johannes Gitschel; Architekt - Wolfgang Ortmann; Bautyp - Plattenbauten; Bautyp - Wohnhochhäuser; Brunnen; Brunnen - Spindlerbrunnen - Berlin; Detail - Laterne; Menschen - Passanten; Ort - Berlin; Ort - Berlin - Leipziger Straße; Ort - Berlin - Spindlerbrunnen; Ort - Berlin - Spittelkolonnaden; Ort - Berlin - Spittelmarkt; Ort - Berlin-Mitte; Sonnenschirme; Stadtmöbel - Laterne  - historisierend; Straße - Leipziger Straße - Berlin; Straße - Spittelmarkt - Berlin,"Ihlow, [Potsdam]",o.A.,,o.A.,,1,1990,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1990,"Märkisches Museum // Berlin DDR // Museum Knoblauchhaus, Poststraße 23",,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A1/III/26/13 01 15 1067/01 K 301179/90,1990; 1990er; Autos; Detail - Laterne - historisierend; Kleidung - Hose - Jeans; Kleidung - Pullover - Rot; Kultur - Museum; Menschen - Passanten; Museum - Ort - Berlin - Märkisches Museum; Museum - Ort - Berlin - Museum Knoblauchhaus; Ort - Berlin; Ort - Berlin - Märkisches Museum; Ort - Berlin - Museum Knoblauchhaus; Ort - Berlin - Nikolaiviertel; Ort - Berlin - Palasthotel; Ort - Berlin - Poststraße; Ort - Berlin-Mitte; Straße - Poststraße - Berlin; Tätigkeit - Hände halten; Verkehr - Auto - Trabant,"Breitenborn, Berlin",o.A.,,o.A.,,1,1990,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1990,Springbrunnen in Berlin // Springbrunnen vor dem Palasthotel,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 01 15 1118/01 K 371253/90,"1990; 1990er; Brunnen; Brunnen - Springbrunnen; Detail - Brunnenfiguren; Fotografie - Unschärfe; Hotel - Ort - Berlin - Palasthotel; Kunst am Bau - Personen; Künstler - Wilfried Fitzenreiter; Künstler - Wilfried Fitzenreiter - Brunnenfiguren, Berlin, 1988; Ort - Berlin; Ort - Berlin - Karl-Liebknecht-Straße; Ort - Berlin - Palasthotel; Ort - Berlin-Mitte; Skulptur - Wilfried Fitzenreiter - Brunnenfiguren, Berlin, 1988; Wasser","Schönholz, Waltraud",o.A.,,o.A.,,1,1990,Germany
,Bezirk Mitte,"52.516666666667,13.366666666667",1980,Berlin Hauptstadt der DDR,Ihr Gastgeber Nationalitätengaststätten,Berlin,Planet-Verlag,III/26/13 A4-3138/80-290083 12646,1980; 1980er; Detail - Fahnen; Detail - Logo - HO; Detail - Wappen - Berlin Hauptstadt der DDR; Gastronomie; Gastronomie - Ort - Berlin - Haus Budapest; Gastronomie - Ort - Berlin - Haus Bukarest; Gastronomie - Ort - Berlin - Haus Moskau; Gastronomie - Ort - Berlin - Koliba; Gastronomie - Ort - Berlin - Nachtbar Havanna; Gastronomie - Ort - Berlin - Restaurant Kalinka; Gastronomie - Ort - Berlin - Restaurant Prag; Gastronomie - Ort - Berlin - Restaurant Sofia; Gastronomie - Ort - Berlin - Restaurant Warschau; Gastronomie - Ort - Berlin - Veliko Tarnovo; Gastronomie - Ort - Berlin - Weinrestaurant Morava; Motiv - Stadtplan; Ort - Berlin; Ort - Berlin-Friedrichshain; Ort - Berlin-Mitte; Philokartie - Eindruck - Logo PLANET VERLAG; ungelaufen,,o.A.,,o.A.,,1,1980,Germany
,Müggelheim,"52.4,13.65",1966,Berlin-Müggelheim,Gaststätte Krampenburg // Telefon: 65 10 27,Berlin,Graphokopie H. Sander KG 1071 Berlin,B 8/66 Best.-Nr. A 1814,1960er; 1966; Fotografie - Schatten; Gastronomie - Art - Außengastronomie; Kleidung - Accessoire - Schlips; Kleidung - Anzug; Kleidung - Hut - Sonnenhut; Menschen - viele; Natur - Bäume; Ort - Berlin; Ort - Berlin - Gaststätte Krampenburg; Ort - Berlin-Müggelheim; Tätigkeit - Blick zur Kamera; Tätigkeit - Gaststättenbesuch; Tätigkeit - Plaudern; Tätigkeit - Sitzen; Tätigkeit - Stehen; Tätigkeit - Trinken; ungelaufen,,o.A.,,o.A.,,1,1966,Germany
,Niederschöneweide,"52.4561,13.5131",1967,"Berlin-Niederschöneweide // Schneller-, Ecke Brückenstraße",,Berlin-Karlshorst,"Postkartenverlag  Kurt Mader, Berlin-Karlshorst",V 11 50 B 3/67,1960er; 1967; Aufsteller; Aufsteller - 15 Jahre DDR; Bautyp - Altbauten; Beruf - Polizist - Verkehrspolizist; Beruf - Soldaten; Detail - Fahne; Detail - Fahne - FDJ; Detail - Fahnen; Detail - Fahnen - DDR; Detail - Laterne; Detail - Verkehrskegel; Freiluftausstellung; gelaufen 1967; Kleidung - Uniform; Menschen; Menschen - Passanten; Menschen - viele; nach: Finsterwalde; Nachricht - Besuchsaufforderung; Nachricht - Geburtstagswünsche; Nachricht - Gruß - aus Berlin; Nachricht - Telefon; Nachricht - Telefonnummer; Ort - Berlin; Ort - Berlin - Brückenstraße; Ort - Berlin - Schnellerstraße; Ort - Berlin-Niederschöneweide; Tätigkeit - Abbiegen; Verkehrszeichen - Vorfahrt beachten; Wegweiser; Wegweiser - Autobahn Königs Wusterhausen; Wegweiser - Dresden Cottbus; Wegweiser - FLUGHAFEN; Wegweiser - Leipzig Magdeburg,,o.A.,,Finsterwalde,"51.628243,13.71021",1,1967,Germany
,Oberschöneweide,"52.462,13.515",1954,"Pionierpark ""Ernst Thälmann"" /// An der Freilichtbühne",,Berlin,Graphokopie H. Sander KG 1071 Berlin,A 200/54 Best. Nr. 95,"1950er; 1954; Aufsteller; Brunnen - Springbrunnen; Kultur - Freilichtbühne; Natur - Baum - Kiefer; Natur - Bäume; Ort - Berlin; Ort - Berlin - Pionierpark ""Ernst Thälmann""; Ort - Berlin-Oberschöneweide; Pfützen; Stadtmöbel - Sitzbank; ungelaufen",,o.A.,,o.A.,,1,1954,Germany
,Oberschöneweide,"52.462,13.515",1954,"Pionierpark ""Ernst Thälmann"" /// Klubhaus",,Berlin,Graphokopie H.  Sander KG 1071 Berlin,A 200/54 Best.-Nr. 97,"1950er; 1954; Klubhaus; Natur - Bäume; Ort - Berlin; Ort - Berlin - Pionierpark ""Ernst Thälmann""; Ort - Berlin - Pionierpark ""Ernst Thälmann"" - Klubhaus; Ort - Berlin-Oberschöneweide; Parkanlage; ungelaufen",,o.A.,,o.A.,,1,1954,Germany
